Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Sunrise Tours and Travels,A/C Sleeper (2+1),18:30,07:10,12h 40m,INR 1499,17 Seats available,"4.5
474",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
VKV Travels,A/C Sleeper (2+1),13:00,01:00,12h 00m,2440,22 Seats available,"4.5
272",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
IntrCity SmartBus,AC Sleeper (2+1),19:00,08:35,13h 35m,INR 1645,10 Seats available,"4.2
249",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),19:00,07:30,12h 30m,INR 1430,19 Seats available,"4.0
446",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sugama Tourist,NON A/C Sleeper (2+1),19:00,07:45,12h 45m,INR 1000,29 Seats available,"3.9
113",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Shanta Travels,NON A/C Sleeper (2+1),18:15,07:15,13h 00m,INR 1110,17 Seats available,"4.1
336",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,A/C Sleeper (2+1),20:30,09:30,13h 00m,INR 1500,20 Seats available,"3.4
271",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),18:00,06:30,12h 30m,INR 1370,23 Seats available,"3.9
420",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sri Sai Logistics,A/C Sleeper (2+1),17:30,06:30,13h 00m,INR 1300,8 Seats available,"4.0
129",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sugama Tourist,NON A/C Sleeper (2+1),19:45,07:45,12h 00m,INR 1000,28 Seats available,"3.4
72",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,07:30,14h 00m,INR 1000,20 Seats available,"3.3
51",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,NON A/C Sleeper (2+1),18:30,08:30,14h 00m,INR 1000,20 Seats available,"2.9
157",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Anand Travels,NON A/C Sleeper (2+1),18:30,06:45,12h 15m,INR 1110,13 Seats available,"2.7
269",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,INR 850,34 Seats available,"3.1
89",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45,07:00,12h 15m,INR 700,36 Seats available,"2.6
63",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Humsafar Travels,A/C Sleeper (2+1),23:30,09:00,09h 30m,INR 1150,24 Seats available,"3.0
64",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Sharma Travels,AC Sleeper (2+1),23:01,09:01,10h 00m,INR 1333,14 Seats available,"3.9
8",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
SR Tours & Travels,A/C Sleeper (2+1),18:00,05:30,11h 30m,900,28 Seats available, ,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,02:30,07h 30m,INR 420,29 Seats available,"4.0
41",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Ashoka Travels,A/C Sleeper (2+1),08:30,14:50,06h 20m,INR 400,21 Seats available,"3.4
233",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),15:30,21:45,06h 15m,INR 550,18 Seats available,"4.4
119",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,00:15,06h 05m,744,17 Seats available,"4.2
32",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Amrutyog Travels,A/C Sleeper (2+1),19:00,02:30,07h 30m,INR 699,31 Seats available,"4.4
7",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Vaibhav Travels,A/C Sleeper (2+1),20:00,06:12,10h 12m,INR 699,33 Seats available,"3.6
194",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,01:30,05h 30m,INR 360,27 Seats available,"4.3
17",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Manish Travels,NON A/C Seater (2+2),16:45,23:55,07h 10m,INR 600,31 Seats available,"2.9
25",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Anand Travels,NON A/C Sleeper (2+1),18:00,02:00,08h 00m,594,9 Seats available,2.8,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
SR Tours & Travels,A/C Sleeper (2+1),18:00,23:59,05h 59m,630,22 Seats available, ,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels Goa,AC Sleeper (2+1),18:30,00:45,06h 15m,INR 700,21 Seats available,"2.8
7",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,01:30,06h 30m,INR 599,19 Seats available,"2.5
4",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels Goa,A/C Sleeper (2+1),14:00,20:30,06h 30m,INR 850,31 Seats available,"4.7
12",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels Goa,A/C Sleeper (2+1),15:30,21:45,06h 15m,INR 750,23 Seats available,"4.3
11",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels Goa,A/C Sleeper (2+1),16:30,23:00,06h 30m,INR 750,24 Seats available,"3.3
4",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,08:30,13h 30m,INR 850,33 Seats available,"2.8
111",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Humsafar Travels,A/C Sleeper (2+1),19:00,04:30,09h 30m,INR 1150,22 Seats available,"3.9
59",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),17:30,04:45,11h 15m,INR 1753,14 Seats available,"3.3
67",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),16:30,04:00,11h 30m,INR 1351,21 Seats available,"4.5
18",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),15:30,03:00,11h 30m,INR 1753,18 Seats available,"4.1
15",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
S R Travels,A/C Seater/Sleeper (2+1),20:30,07:30,11h 00m,INR 600,38 Seats available,"2.0
77",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
SR Tours & Travels,A/C Sleeper (2+1),18:00,05:30,11h 30m,1080,23 Seats available, ,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,06:05,11h 05m,INR 675,33 Seats available,"3.1
48",https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Humsafar Travels,A/C Sleeper (2+1),19:00,02:00,07h 00m,INR 1150,22 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
SR Tours & Travels,A/C Sleeper (2+1),18:00,03:30,09h 30m,810,23 Seats available, ,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,INR 675,34 Seats available,"2.6
31",https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Humsafar Travels,A/C Sleeper (2+1),01:00,09:00,08h 00m,INR 1150,15 Seats available,4.0,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
SR Tours & Travels,A/C Sleeper (2+1),20:30,05:30,09h 00m,1035,28 Seats available, ,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00,11:45,01h 45m,INR 200,39 Seats available,"3.5
28",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30,15:15,01h 45m,INR 200,39 Seats available,"3.7
19",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,17:15,01h 45m,INR 200,41 Seats available,"4.2
20",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,INR 200,42 Seats available,"4.9
24",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:00,09h 00m,INR 490,29 Seats available,"3.4
32",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Humsafar Travels,A/C Sleeper (2+1),19:00,02:35,07h 35m,INR 1150,22 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,INR 699,33 Seats available,"3.6
277",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
SR Tours & Travels,A/C Sleeper (2+1),18:00,01:45,07h 45m,1170,23 Seats available, ,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Kadamba Transport Corporation Limited (KTCL) - 159017,A/C Seater (2+3),06:00,07:15,01h 15m,INR 200,47 Seats available,"4.1
16",https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159018,A/C Seater (2+3),07:00,08:15,01h 15m,INR 200,45 Seats available,"1.8
11",https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:00,11:15,01h 15m,INR 200,47 Seats available,"3.7
15",https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),11:45,13:00,01h 15m,INR 200,47 Seats available,"3.2
39",https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159022,A/C Seater (2+3),08:00,09:10,01h 10m,INR 200,42 Seats available,"3.5
6",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15,11:25,01h 10m,INR 200,38 Seats available,"4.7
16",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30,12:55,01h 25m,INR 200,47 Seats available,"3.4
6",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00,13:10,01h 10m,INR 200,48 Seats available,"4.3
6",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,14:40,01h 10m,INR 200,47 Seats available,4.2,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,01h 10m,INR 200,47 Seats available,"4.3
13",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:30,09h 30m,INR 505,30 Seats available,"2.6
14",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:42,09h 42m,INR 699,33 Seats available,"3.4
135",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Humsafar Travels,A/C Sleeper (2+1),19:00,02:05,07h 05m,INR 1150,22 Seats available,"2.6
4",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
SR Tours & Travels,A/C Sleeper (2+1),18:00,02:00,08h 00m,630,23 Seats available, ,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Kadamba Transport Corporation Limited (KTCL) - 99708,AC Seater (2+2),07:30,09:10,01h 40m,INR 200,41 Seats available,"4.3
9",https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 151354,Volvo AC Seater 2+2,08:00,09:30,01h 30m,INR 200,39 Seats available,"3.9
6",https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,15:30,01h 45m,INR 200,38 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
