Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
KSRTC (Kerala) - 353,Super Fast Non AC Seater (2+3),10:15,16:00,05h 45m,INR 269,43 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2371,Low Floor AC Seater 2+2,10:30,15:49,05h 19m,INR 383,10 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Semi Sleeper (2+2),00:15,06:15,06h 00m,549,18 Seats available,"4.1
15",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Sleeper (2+1),00:25,06:10,05h 45m,INR 799,10 Seats available,"4.2
28",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),00:30,05:30,05h 00m,650,25 Seats available,"4.2
14",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Semi Sleeper (2+2),00:49,06:20,05h 31m,529,13 Seats available,"3.6
24",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Adrin Travels,A/C Seater/Sleeper (2+1),01:20,05:50,04h 30m,INR 649,29 Seats available,"4.6
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),07:32,16:29,08h 57m,INR 740,11 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,08:29,16:20,07h 51m,INR 945,17 Seats available,"3.7
63",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,12:02,19:55,07h 53m,INR 945,3 Seats available,"3.3
56",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),13:32,22:32,09h 00m,INR 432,9 Seats available,"4.1
46",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:00,03:35,08h 35m,INR 1037,14 Seats available,"3.8
36",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 1583,Super Express Non AC Seater Air Bus (2+2),20:02,05:21,09h 19m,INR 832,1 Seat available,"4.0
17",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 1584,Super Express Non AC Seater Air Bus (2+2),21:29,06:38,09h 09m,INR 832,5 Seats available,"3.2
24",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),22:06,06:41,08h 35m,INR 832,6 Seats available,"3.3
53",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 999,24 Seats available,"4.3
545",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
P K Travels,A/C Sleeper (2+1),20:00,06:00,10h 00m,INR 1500,12 Seats available,"4.3
217",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
DLT BUS,A/C Sleeper (2+1),21:45,06:30,08h 45m,INR 1199,15 Seats available,"4.2
304",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
AdDA Transports,A/C Sleeper (2+1),22:00,07:45,09h 45m,INR 999,21 Seats available,"3.8
10",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
NS Transports,Non A/C Seater / Sleeper (2+1),20:30,06:35,10h 05m,INR 1000,14 Seats available,"4.2
265",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
NS Transports,VE A/C Sleeper (2+1),21:16,06:30,09h 14m,INR 1299,19 Seats available,"4.3
114",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Suraj Holidays,VE A/C Sleeper (2+1),22:00,07:15,09h 15m,INR 1100,24 Seats available,"4.0
248",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
SAAM BUS,Bharat Benz A/C Sleeper (2+1),20:30,06:15,09h 45m,1140,20 Seats available,"4.3
86",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
National travels and logistics,NON A/C Sleeper (2+1),20:45,06:15,09h 30m,1090,18 Seats available,"3.9
212",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,21:00,08h 45m,INR 999,21 Seats available,"4.3
209",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 425,Super Express Non AC Seater Air Bus (2+2),00:20,04:10,03h 50m,INR 268,20 Seats available,"1.7
6",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 528,Super Express Non AC Seater Air Bus (2+2),00:45,04:40,03h 55m,INR 309,15 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 1124,Super Express Non AC Seater Air Bus (2+2),01:05,05:45,04h 40m,INR 309,30 Seats available,"2.0
6",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 1858,Low Floor AC Seater 2+2,02:39,07:50,05h 11m,INR 383,13 Seats available,"2.7
7",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 325,Super Fast Non AC Seater (2+3),03:15,08:35,05h 20m,INR 269,49 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 500,Super Express Non AC Seater Air Bus (2+2),03:30,07:25,03h 55m,INR 309,30 Seats available,"2.9
8",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2386,Low Floor AC Seater 2+2,04:28,10:09,05h 41m,INR 383,22 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2717,Super Fast Non AC Seater (2+3),05:19,11:05,05h 46m,INR 209,43 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 247,Super Fast Non AC Seater (2+3),06:34,11:50,05h 16m,INR 230,45 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 1869,Low Floor AC Seater 2+2,06:34,12:00,05h 26m,INR 383,28 Seats available,"4.2
11",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 691,Super Fast Non AC Seater (2+3),07:24,13:25,06h 01m,INR 269,47 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 834,Super Fast Non AC Seater (2+3),07:54,12:45,04h 51m,INR 220,48 Seats available,"2.5
9",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 1874,Low Floor AC Seater 2+2,08:54,14:25,05h 31m,INR 383,31 Seats available,"4.0
11",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 563,Super Express Non AC Seater Air Bus (2+2),09:40,14:40,05h 00m,INR 309,39 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 1254,Super Fast Non AC Seater (2+3),09:55,15:15,05h 20m,INR 269,48 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),01:30,07:00,05h 30m,INR 550,22 Seats available,"3.0
6",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Shajees Motors,A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,500,17 Seats available,"3.8
37",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Ubc travels,A/C Semi Sleeper (2+2),20:40,01:00,04h 20m,INR 700,17 Seats available,"3.3
9",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Ubc travels,A/C Seater/Sleeper (2+1),20:45,03:00,06h 15m,INR 900,35 Seats available,"4.0
5",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),20:55,02:30,05h 35m,INR 800,30 Seats available,"5.0
20",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 811,Super Fast Non AC Seater (2+3),02:20,08:25,06h 05m,INR 285,45 Seats available,"4.9
5",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1127,Super Fast Non AC Seater (2+3),05:01,11:16,06h 15m,INR 273,26 Seats available,"4.1
13",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),07:32,12:59,05h 27m,INR 463,9 Seats available,"4.8
5",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 983,Super Fast Non AC Seater (2+3),08:15,14:45,06h 30m,INR 266,16 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,08:29,13:20,04h 51m,INR 586,17 Seats available,"2.7
12",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 791,Super Fast Non AC Seater (2+3),08:45,14:15,05h 30m,INR 285,32 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 796,Super Fast Non AC Seater (2+3),09:10,14:55,05h 45m,INR 285,38 Seats available,"4.4
15",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 579,Super Express Non AC Seater Air Bus (2+2),10:00,15:20,05h 20m,INR 396,1 Seat available,"2.5
8",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 709,Super Fast Non AC Seater (2+3),10:30,16:30,06h 00m,INR 285,44 Seats available,"3.4
9",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 932,Super Fast Non AC Seater (2+3),11:15,17:00,05h 45m,INR 273,23 Seats available,"3.4
6",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,12:02,17:05,05h 03m,INR 586,3 Seats available,"3.5
14",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1076,Super Fast Non AC Seater (2+3),13:00,19:15,06h 15m,INR 285,34 Seats available,"4.0
9",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),13:32,18:42,05h 10m,INR 285,9 Seats available,"3.8
8",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 897,Super Fast Non AC Seater (2+3),15:01,21:30,06h 29m,INR 273,38 Seats available,"3.6
8",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 708,Super Fast Non AC Seater (2+3),16:01,21:35,05h 34m,INR 285,39 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 898,Super Fast Non AC Seater (2+3),16:30,22:15,05h 45m,INR 273,42 Seats available,"4.4
8",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:00,00:30,05h 30m,INR 678,14 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1583,Super Express Non AC Seater Air Bus (2+2),20:02,02:01,05h 59m,INR 545,1 Seat available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1584,Super Express Non AC Seater Air Bus (2+2),21:29,03:33,06h 04m,INR 545,7 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),22:06,04:01,05h 55m,INR 545,7 Seats available,"4.6
7",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
A1 Travels,Bharat Benz A/C Sleeper (2+1),04:00,08:15,04h 15m,INR 700,35 Seats available,"3.1
14",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,18:45,06h 30m,INR 699,27 Seats available,"4.6
23",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:30,09:00,05h 30m,INR 600,7 Seats available,"2.7
19",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),14:00,20:30,06h 30m,INR 1200,21 Seats available,"3.3
6",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
SAAM BUS,Bharat Benz A/C Sleeper (2+1),20:30,04:00,07h 30m,1140,20 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 2368,Low Floor AC Seater 2+2,00:30,11:05,10h 35m,INR 742,28 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2389,Low Floor AC Seater 2+2,01:30,11:35,10h 05m,INR 723,28 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1850,Low Floor AC Seater 2+2,02:30,12:50,10h 20m,INR 742,19 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1856,Low Floor AC Seater 2+2,03:30,13:45,10h 15m,INR 723,19 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2370,Low Floor AC Seater 2+2,04:30,15:10,10h 40m,INR 742,17 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2392,Low Floor AC Seater 2+2,05:30,16:10,10h 40m,INR 723,30 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1865,Low Floor AC Seater 2+2,06:30,17:21,10h 51m,INR 742,16 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 794,Super Fast Non AC Seater (2+3),06:40,18:40,12h 00m,INR 515,50 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1868,Low Floor AC Seater 2+2,07:30,18:20,10h 50m,INR 723,8 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1870,Low Floor AC Seater 2+2,08:30,19:25,10h 55m,INR 742,18 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 671,Super Fast Non AC Seater (2+3),09:10,19:45,10h 35m,INR 477,41 Seats available,"2.6
4",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1873,Low Floor AC Seater 2+2,09:30,20:20,10h 50m,INR 723,18 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 721,Super Fast Non AC Seater (2+3),09:35,21:10,11h 35m,INR 515,47 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2371,Low Floor AC Seater 2+2,10:30,20:50,10h 20m,INR 742,17 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 773,Super Fast Non AC Seater (2+3),10:55,22:00,11h 05m,INR 515,47 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2390,Low Floor AC Seater 2+2,11:30,22:15,10h 45m,INR 723,25 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1118,Super Fast Non AC Seater (2+3),11:50,22:45,10h 55m,INR 502,44 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1884,Low Floor AC Seater 2+2,12:30,23:00,10h 30m,INR 742,10 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1887,Low Floor AC Seater 2+2,13:30,00:00,10h 30m,INR 723,25 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 596,Super Express Non AC Seater Air Bus (2+2),13:40,23:55,10h 15m,INR 555,30 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
BLM Transports,A/C Sleeper (2+1),22:00,07:00,09h 00m,903,23 Seats available,"4.0
96",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05,07:40,08h 35m,1099,16 Seats available,"4.3
37",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,A/C Seater / Sleeper (2+1),20:05,05:30,09h 25m,INR 750,34 Seats available,"3.9
156",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Madhavi Travels,A/C Sleeper (2+1),22:20,06:30,08h 10m,1099,12 Seats available,"3.4
76",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:00,09h 00m,INR 600,29 Seats available,"3.7
112",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
